date,sales,stock,price,day,month,year,day_of_week,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_mean_30
2015-03-23,12,304,1.49,23,3,2015,0,0,158.0,123.0,190.71428571428572,103.46666666666667
2015-03-24,8,296,1.29,24,3,2015,1,0,12.0,168.0,167.85714285714286,102.33333333333333
2015-03-25,10,286,1.29,25,3,2015,2,0,8.0,209.0,139.42857142857142,101.9
2015-03-26,88,774,1.29,26,3,2015,3,0,10.0,188.0,125.14285714285714,104.2
2015-03-27,196,770,1.29,27,3,2015,4,0,88.0,219.0,121.85714285714286,110.13333333333334
2015-03-28,206,660,1.29,28,3,2015,5,1,196.0,381.0,96.85714285714286,115.76666666666667
2015-03-29,83,577,1.29,29,3,2015,6,1,206.0,158.0,86.14285714285714,116.86666666666666
2015-03-30,0,673,1.49,30,3,2015,0,0,83.0,12.0,84.42857142857143,112.63333333333334
2015-03-31,0,673,1.49,31,3,2015,1,0,0.0,8.0,83.28571428571429,108.53333333333333
2015-04-01,27,646,1.49,1,4,2015,2,0,0.0,10.0,85.71428571428571,107.96666666666667
2015-04-02,27,1002,1.49,2,4,2015,3,0,27.0,88.0,77.0,108.13333333333334
2015-04-03,54,1044,1.49,3,4,2015,4,0,27.0,196.0,56.714285714285715,108.9
2015-04-04,136,908,1.49,4,4,2015,5,1,54.0,206.0,46.714285714285715,112.7
2015-04-05,55,853,1.49,5,4,2015,6,1,136.0,83.0,42.714285714285715,113.2
2015-04-06,22,831,1.49,6,4,2015,0,0,55.0,0.0,45.857142857142854,111.86666666666666
2015-04-07,30,801,1.49,7,4,2015,1,0,22.0,0.0,50.142857142857146,110.9
2015-04-08,30,771,1.49,8,4,2015,2,0,30.0,27.0,50.57142857142857,110.96666666666667
2015-04-09,30,930,1.49,9,4,2015,3,0,30.0,27.0,51.0,109.7
2015-04-10,44,1078,1.49,10,4,2015,4,0,30.0,54.0,49.57142857142857,108.73333333333333
2015-04-11,39,1423,1.49,11,4,2015,5,1,44.0,136.0,35.714285714285715,107.13333333333334
2015-04-12,57,1366,1.49,12,4,2015,6,1,39.0,55.0,36.0,103.2
2015-04-13,30,1336,1.49,13,4,2015,0,0,57.0,22.0,37.142857142857146,94.2
2015-04-14,47,1385,1.49,14,4,2015,1,0,30.0,30.0,39.57142857142857,89.23333333333333
2015-04-15,74,1311,1.49,15,4,2015,2,0,47.0,30.0,45.857142857142854,87.6
2015-04-16,114,1196,1.39,16,4,2015,3,0,74.0,30.0,57.857142857142854,85.8
2015-04-17,40,1156,1.39,17,4,2015,4,0,114.0,44.0,57.285714285714285,80.16666666666667
2015-04-18,62,1094,1.39,18,4,2015,5,1,40.0,39.0,60.57142857142857,75.96666666666667
2015-04-19,62,1032,1.39,19,4,2015,6,1,62.0,57.0,61.285714285714285,70.73333333333333
2015-04-20,135,897,1.39,20,4,2015,0,0,62.0,30.0,76.28571428571429,62.53333333333333
2015-04-21,175,722,1.39,21,4,2015,1,0,135.0,47.0,94.57142857142857,63.1
2015-04-22,82,736,1.39,22,4,2015,2,0,175.0,74.0,95.71428571428571,65.43333333333334
2015-04-23,62,674,1.4,23,4,2015,3,0,82.0,114.0,88.28571428571429,67.23333333333333
2015-04-24,88,586,1.4,24,4,2015,4,0,62.0,40.0,95.14285714285714,69.83333333333333
2015-04-25,152,434,1.4,25,4,2015,5,1,88.0,62.0,108.0,71.96666666666667
2015-04-26,64,370,1.4,26,4,2015,6,1,152.0,62.0,108.28571428571429,67.56666666666666
2015-04-27,67,591,1.4,27,4,2015,0,0,64.0,135.0,98.57142857142857,62.93333333333333
2015-04-28,73,806,1.39,28,4,2015,1,0,67.0,175.0,84.0,62.6
2015-04-29,130,676,1.39,29,4,2015,2,0,73.0,82.0,90.85714285714286,66.93333333333334
2015-04-30,115,657,1.39,30,4,2015,3,0,130.0,62.0,98.42857142857143,70.76666666666667
2015-05-01,260,397,1.39,1,5,2015,4,0,115.0,88.0,123.0,78.53333333333333
2015-05-02,228,169,1.39,2,5,2015,5,1,260.0,152.0,133.85714285714286,85.23333333333333
2015-05-03,120,49,1.39,3,5,2015,6,1,228.0,64.0,141.85714285714286,87.43333333333334
2015-05-04,31,18,1.39,4,5,2015,0,0,120.0,67.0,136.71428571428572,83.93333333333334
2015-05-05,0,18,1.39,5,5,2015,1,0,31.0,73.0,126.28571428571429,82.1
2015-05-06,3,15,1.39,6,5,2015,2,0,0.0,130.0,108.14285714285714,81.46666666666667
2015-05-07,0,15,1.39,7,5,2015,3,0,3.0,115.0,91.71428571428571,80.46666666666667
2015-05-08,0,15,1.39,8,5,2015,4,0,0.0,260.0,54.57142857142857,79.46666666666667
2015-05-09,0,15,0.0,9,5,2015,5,1,0.0,228.0,22.0,78.46666666666667
2015-05-10,0,15,1.49,10,5,2015,6,1,0.0,120.0,4.857142857142857,77.0
2015-05-11,1,14,1.49,11,5,2015,0,0,0.0,31.0,0.5714285714285714,75.73333333333333
2015-05-12,0,14,1.49,12,5,2015,1,0,1.0,0.0,0.5714285714285714,73.83333333333333
2015-05-13,1,13,1.49,13,5,2015,2,0,0.0,3.0,0.2857142857142857,72.86666666666666
2015-05-14,1,12,1.49,14,5,2015,3,0,1.0,0.0,0.42857142857142855,71.33333333333333
2015-05-15,1,10,1.49,15,5,2015,4,0,1.0,0.0,0.5714285714285714,68.9
2015-05-16,0,10,1.49,16,5,2015,5,1,1.0,0.0,0.5714285714285714,65.1
2015-05-17,0,10,1.49,17,5,2015,6,1,0.0,0.0,0.5714285714285714,63.766666666666666
2015-05-18,0,10,1.49,18,5,2015,0,0,0.0,1.0,0.42857142857142855,61.7
2015-05-19,1,9,1.49,19,5,2015,1,0,0.0,0.0,0.5714285714285714,59.666666666666664
2015-05-20,0,9,1.49,20,5,2015,2,0,1.0,1.0,0.42857142857142855,55.166666666666664
2015-05-21,0,9,1.49,21,5,2015,3,0,0.0,1.0,0.2857142857142857,49.333333333333336
2015-05-22,0,9,1.49,22,5,2015,4,0,0.0,1.0,0.14285714285714285,46.6
2015-05-23,0,9,1.49,23,5,2015,5,1,0.0,0.0,0.14285714285714285,44.53333333333333
2015-05-24,0,9,1.49,24,5,2015,6,1,0.0,0.0,0.14285714285714285,41.6
2015-05-25,0,9,1.39,25,5,2015,0,0,0.0,0.0,0.14285714285714285,36.53333333333333
2015-05-26,0,9,1.39,26,5,2015,1,0,0.0,1.0,0.0,34.4
2015-05-27,0,9,1.39,27,5,2015,2,0,0.0,0.0,0.0,32.166666666666664
2015-05-28,0,9,1.39,28,5,2015,3,0,0.0,0.0,0.0,29.733333333333334
2015-05-29,0,9,1.39,29,5,2015,4,0,0.0,0.0,0.0,25.4
2015-05-30,0,9,1.39,30,5,2015,5,1,0.0,0.0,0.0,21.566666666666666
2015-05-31,0,9,1.39,31,5,2015,6,1,0.0,0.0,0.0,12.9
2015-06-01,0,105,1.39,1,6,2015,0,0,0.0,0.0,0.0,5.3
2015-06-02,0,105,1.39,2,6,2015,1,0,0.0,0.0,0.0,1.3
2015-06-03,0,105,1.39,3,6,2015,2,0,0.0,0.0,0.0,0.26666666666666666
2015-06-04,0,105,1.39,4,6,2015,3,0,0.0,0.0,0.0,0.26666666666666666
2015-06-05,168,1377,1.39,5,6,2015,4,0,0.0,0.0,24.0,5.766666666666667
2015-06-06,201,1176,1.2,6,6,2015,5,1,168.0,0.0,52.714285714285715,12.466666666666667
2015-06-07,147,1029,1.19,7,6,2015,6,1,201.0,0.0,73.71428571428571,17.366666666666667
2015-06-08,119,910,1.19,8,6,2015,0,0,147.0,0.0,90.71428571428571,21.333333333333332
2015-06-09,122,788,1.19,9,6,2015,1,0,119.0,0.0,108.14285714285714,25.4
2015-06-10,149,639,1.19,10,6,2015,2,0,122.0,0.0,129.42857142857142,30.333333333333332
2015-06-11,111,720,1.19,11,6,2015,3,0,149.0,0.0,145.28571428571428,34.03333333333333
2015-06-12,95,721,1.19,12,6,2015,4,0,111.0,168.0,134.85714285714286,37.166666666666664
2015-06-13,237,675,1.19,13,6,2015,5,1,95.0,201.0,140.0,45.03333333333333
2015-06-14,110,565,1.19,14,6,2015,6,1,237.0,147.0,134.71428571428572,48.666666666666664
2015-06-15,104,653,1.19,15,6,2015,0,0,110.0,119.0,132.57142857142858,52.13333333333333
2015-06-16,61,592,1.19,16,6,2015,1,0,104.0,122.0,123.85714285714286,54.166666666666664
2015-06-17,40,1127,1.29,17,6,2015,2,0,61.0,149.0,108.28571428571429,55.5
2015-06-18,114,1301,1.29,18,6,2015,3,0,40.0,111.0,108.71428571428571,59.266666666666666
2015-06-19,129,1172,1.29,19,6,2015,4,0,114.0,95.0,113.57142857142857,63.56666666666667
2015-06-20,111,1061,1.29,20,6,2015,5,1,129.0,237.0,95.57142857142857,67.26666666666667
2015-06-21,146,915,1.29,21,6,2015,6,1,111.0,110.0,100.71428571428571,72.13333333333334
2015-06-22,57,858,1.49,22,6,2015,0,0,146.0,104.0,94.0,74.03333333333333
2015-06-23,19,839,1.49,23,6,2015,1,0,57.0,61.0,88.0,74.66666666666667
2015-06-24,27,1291,1.49,24,6,2015,2,0,19.0,40.0,86.14285714285714,75.56666666666666
2015-06-25,62,1229,1.49,25,6,2015,3,0,27.0,114.0,78.71428571428571,77.63333333333334
2015-06-26,95,1902,1.49,26,6,2015,4,0,62.0,129.0,73.85714285714286,80.8
2015-06-27,183,1719,1.39,27,6,2015,5,1,95.0,111.0,84.14285714285714,86.9
2015-06-28,94,1624,1.39,28,6,2015,6,1,183.0,146.0,76.71428571428571,90.03333333333333
2015-06-29,116,1606,1.39,29,6,2015,0,0,94.0,57.0,85.14285714285714,93.9
2015-06-30,63,1543,1.39,30,6,2015,1,0,116.0,19.0,91.42857142857143,96.0
2015-07-01,147,1396,1.39,1,7,2015,2,0,63.0,27.0,108.57142857142857,100.9
2015-07-02,101,1295,1.39,2,7,2015,3,0,147.0,62.0,114.14285714285714,104.26666666666667
2015-07-03,248,1047,1.29,3,7,2015,4,0,101.0,95.0,136.0,112.53333333333333
2015-07-04,142,905,1.29,4,7,2015,5,1,248.0,183.0,130.14285714285714,117.26666666666667
2015-07-05,186,719,1.29,5,7,2015,6,1,142.0,94.0,143.28571428571428,117.86666666666666
2015-07-06,109,898,1.29,6,7,2015,0,0,186.0,116.0,142.28571428571428,114.8
2015-07-07,228,957,1.29,7,7,2015,1,0,109.0,63.0,165.85714285714286,117.5
2015-07-08,66,1083,1.29,8,7,2015,2,0,228.0,147.0,154.28571428571428,115.73333333333333
2015-07-09,182,901,1.29,9,7,2015,3,0,66.0,101.0,165.85714285714286,117.73333333333333
2015-07-10,1,996,1.29,10,7,2015,4,0,182.0,248.0,130.57142857142858,112.8
2015-07-11,64,1124,1.29,11,7,2015,5,1,1.0,142.0,119.42857142857143,111.23333333333333
2015-07-12,118,1006,1.29,12,7,2015,6,1,64.0,186.0,109.71428571428571,112.0
2015-07-13,55,950,1.29,13,7,2015,0,0,118.0,109.0,102.0,105.93333333333334
2015-07-14,43,907,1.27,14,7,2015,1,0,55.0,228.0,75.57142857142857,103.7
2015-07-15,95,812,1.28,15,7,2015,2,0,43.0,66.0,79.71428571428571,103.4
2015-07-16,54,758,1.28,16,7,2015,3,0,95.0,182.0,61.42857142857143,103.16666666666667
2015-07-17,85,673,1.28,17,7,2015,4,0,54.0,1.0,73.42857142857143,104.66666666666667
2015-07-18,92,869,1.27,18,7,2015,5,1,85.0,64.0,77.42857142857143,103.93333333333334
2015-07-19,61,808,1.28,19,7,2015,6,1,92.0,118.0,69.28571428571429,101.66666666666667
2015-07-20,111,697,1.27,20,7,2015,0,0,61.0,55.0,77.28571428571429,101.66666666666667
2015-07-21,7,1170,1.28,21,7,2015,1,0,111.0,43.0,72.14285714285714,97.03333333333333
2015-07-22,4,1262,1.28,22,7,2015,2,0,7.0,95.0,59.142857142857146,95.26666666666667
2015-07-23,66,1292,1.27,23,7,2015,3,0,4.0,54.0,60.857142857142854,96.83333333333333
2015-07-24,95,1197,1.28,24,7,2015,4,0,66.0,85.0,62.285714285714285,99.1
2015-07-25,190,1103,1.27,25,7,2015,5,1,95.0,92.0,76.28571428571429,103.36666666666666
2015-07-26,60,1043,1.28,26,7,2015,6,1,190.0,61.0,76.14285714285714,102.2
2015-07-27,42,1097,1.27,27,7,2015,0,0,60.0,111.0,66.28571428571429,97.5
2015-07-28,79,1306,1.27,28,7,2015,1,0,42.0,7.0,76.57142857142857,97.0
2015-07-29,109,1581,1.27,29,7,2015,2,0,79.0,4.0,91.57142857142857,96.76666666666667
2015-07-30,165,1416,1.28,30,7,2015,3,0,109.0,66.0,105.71428571428571,100.16666666666667
2015-07-31,99,1317,1.27,31,7,2015,4,0,165.0,95.0,106.28571428571429,98.56666666666666
2015-08-01,233,1084,1.48,1,8,2015,5,1,99.0,190.0,112.42857142857143,102.96666666666667
2015-08-02,16,1067,1.48,2,8,2015,6,1,233.0,60.0,106.14285714285714,95.23333333333333
2015-08-03,2,1065,1.46,3,8,2015,0,0,16.0,42.0,100.42857142857143,90.56666666666666
2015-08-04,5,1060,1.47,4,8,2015,1,0,2.0,79.0,89.85714285714286,84.53333333333333
2015-08-05,22,1038,1.48,5,8,2015,2,0,5.0,109.0,77.42857142857143,81.63333333333334
2015-08-06,8,1030,1.49,6,8,2015,3,0,22.0,165.0,55.0,74.3
2015-08-07,65,321,1.48,7,8,2015,4,0,8.0,99.0,50.142857142857146,74.26666666666667
2015-08-08,157,451,1.48,8,8,2015,5,1,65.0,233.0,39.285714285714285,73.43333333333334
2015-08-09,65,386,1.48,9,8,2015,6,1,157.0,16.0,46.285714285714285,75.56666666666666
2015-08-10,90,296,1.48,10,8,2015,0,0,65.0,2.0,58.857142857142854,76.43333333333334
2015-08-11,3,1157,1.18,11,8,2015,1,0,90.0,5.0,58.57142857142857,72.6
2015-08-12,5,1152,1.18,12,8,2015,2,0,3.0,22.0,56.142857142857146,70.93333333333334
2015-08-13,1,2015,1.19,13,8,2015,3,0,5.0,8.0,55.142857142857146,69.53333333333333
2015-08-14,65,2046,1.18,14,8,2015,4,0,1.0,65.0,55.142857142857146,68.53333333333333
2015-08-15,235,1811,1.17,15,8,2015,5,1,65.0,157.0,66.28571428571429,74.56666666666666
2015-08-16,76,1735,1.18,16,8,2015,6,1,235.0,65.0,67.85714285714286,74.26666666666667
2015-08-17,2,1733,1.19,17,8,2015,0,0,76.0,90.0,55.285714285714285,71.26666666666667
2015-08-18,101,1632,1.18,18,8,2015,1,0,2.0,3.0,69.28571428571429,72.6
2015-08-19,162,1470,1.17,19,8,2015,2,0,101.0,5.0,91.71428571428571,74.3
2015-08-20,25,1446,1.17,20,8,2015,3,0,162.0,1.0,95.14285714285714,74.9
2015-08-21,4,1442,1.16,21,8,2015,4,0,25.0,65.0,86.42857142857143,74.9
2015-08-22,1,1441,1.19,22,8,2015,5,1,4.0,235.0,53.0,72.73333333333333
2015-08-23,75,1366,1.17,23,8,2015,6,1,1.0,76.0,52.857142857142854,72.06666666666666
2015-08-24,32,1334,1.18,24,8,2015,0,0,75.0,2.0,57.142857142857146,66.8
2015-08-25,76,1258,1.18,25,8,2015,1,0,32.0,101.0,53.57142857142857,67.33333333333333
2015-08-26,6,1252,1.17,26,8,2015,2,0,76.0,162.0,31.285714285714285,66.13333333333334
2015-08-27,65,1285,1.18,27,8,2015,3,0,6.0,25.0,37.0,65.66666666666667
2015-08-28,145,1140,1.17,28,8,2015,4,0,65.0,4.0,57.142857142857146,66.86666666666666
2015-08-29,78,1062,1.17,29,8,2015,5,1,145.0,1.0,68.14285714285714,63.96666666666667
2015-08-30,6,1055,1.18,30,8,2015,6,1,78.0,75.0,58.285714285714285,60.86666666666667
2015-08-31,0,1151,1.19,31,8,2015,0,0,6.0,32.0,53.714285714285715,53.1
2015-09-01,126,1217,1.18,1,9,2015,1,0,0.0,76.0,60.857142857142854,56.766666666666666
2015-09-02,240,1073,1.17,2,9,2015,2,0,126.0,6.0,94.28571428571429,64.7
2015-09-03,67,1006,1.68,3,9,2015,3,0,240.0,65.0,94.57142857142857,66.76666666666667
2015-09-04,140,863,1.68,4,9,2015,4,0,67.0,145.0,93.85714285714286,70.7
2015-09-05,208,655,1.68,5,9,2015,5,1,140.0,78.0,112.42857142857143,77.36666666666666
2015-09-06,76,579,1.68,6,9,2015,6,1,208.0,6.0,122.42857142857143,77.73333333333333
2015-09-07,240,339,1.68,7,9,2015,0,0,76.0,0.0,156.71428571428572,80.5
2015-09-08,52,575,1.01,8,9,2015,1,0,240.0,126.0,146.14285714285714,80.06666666666666
2015-09-09,111,464,0.94,9,9,2015,2,0,52.0,240.0,127.71428571428571,80.76666666666667
2015-09-10,176,288,0.97,10,9,2015,3,0,111.0,67.0,143.28571428571428,86.53333333333333
2015-09-11,84,300,1.01,11,9,2015,4,0,176.0,140.0,135.28571428571428,89.16666666666667
2015-09-12,171,129,1.0,12,9,2015,5,1,84.0,208.0,130.0,94.83333333333333
2015-09-13,102,27,0.99,13,9,2015,6,1,171.0,76.0,133.71428571428572,96.06666666666666
2015-09-14,69,0,0.97,14,9,2015,0,0,102.0,240.0,109.28571428571429,90.53333333333333
2015-09-15,77,0,0.93,15,9,2015,1,0,69.0,52.0,112.85714285714286,90.56666666666666
2015-09-16,174,0,0.97,16,9,2015,2,0,77.0,111.0,121.85714285714286,96.3
2015-09-17,69,0,1.68,17,9,2015,3,0,174.0,176.0,106.57142857142857,95.23333333333333
2015-09-18,52,930,1.68,18,9,2015,4,0,69.0,84.0,102.0,91.56666666666666
2015-09-19,42,1080,1.68,19,9,2015,5,1,52.0,171.0,83.57142857142857,92.13333333333334
2015-09-20,1,1079,1.69,20,9,2015,6,1,42.0,102.0,69.14285714285714,92.03333333333333
2015-09-21,62,1016,1.68,21,9,2015,0,0,1.0,69.0,68.14285714285714,94.06666666666666
2015-09-22,88,928,1.68,22,9,2015,1,0,62.0,77.0,69.71428571428571,94.5
2015-09-23,60,1348,1.68,23,9,2015,2,0,88.0,174.0,53.42857142857143,95.43333333333334
2015-09-24,2,1442,1.66,24,9,2015,3,0,60.0,69.0,43.857142857142854,92.96666666666667
2015-09-25,3,1631,1.69,25,9,2015,4,0,2.0,52.0,36.857142857142854,92.86666666666666
2015-09-26,9,1622,1.76,26,9,2015,5,1,3.0,42.0,32.142857142857146,91.0
2015-09-27,142,1480,1.78,27,9,2015,6,1,9.0,1.0,52.285714285714285,90.9
2015-09-28,90,1580,1.78,28,9,2015,0,0,142.0,62.0,56.285714285714285,91.3
2015-09-29,20,1560,1.78,29,9,2015,1,0,90.0,88.0,46.57142857142857,91.76666666666667
2015-09-30,37,1523,1.78,30,9,2015,2,0,20.0,60.0,43.285714285714285,93.0
2015-10-01,86,1437,1.78,1,10,2015,3,0,37.0,2.0,55.285714285714285,91.66666666666667
2015-10-02,166,1367,1.78,2,10,2015,4,0,86.0,3.0,78.57142857142857,89.2
2015-10-03,391,976,1.48,3,10,2015,5,1,166.0,9.0,133.14285714285714,100.0
2015-10-04,56,919,1.47,4,10,2015,6,1,391.0,142.0,120.85714285714286,97.2
2015-10-05,64,951,1.47,5,10,2015,0,0,56.0,90.0,117.14285714285714,92.4
2015-10-06,35,916,1.48,6,10,2015,1,0,64.0,20.0,119.28571428571429,91.03333333333333
2015-10-07,40,875,1.47,7,10,2015,2,0,35.0,37.0,119.71428571428571,84.36666666666666
2015-10-08,21,1526,1.48,8,10,2015,3,0,40.0,86.0,110.42857142857143,83.33333333333333
2015-10-09,42,1484,1.48,9,10,2015,4,0,21.0,166.0,92.71428571428571,81.03333333333333
2015-10-10,95,1389,1.48,10,10,2015,5,1,42.0,391.0,50.42857142857143,78.33333333333333
2015-10-11,85,1304,1.48,11,10,2015,6,1,95.0,56.0,54.57142857142857,78.36666666666666
2015-10-12,140,1356,1.47,12,10,2015,0,0,85.0,64.0,65.42857142857143,77.33333333333333
2015-10-13,80,1276,1.48,13,10,2015,1,0,140.0,35.0,71.85714285714286,76.6
2015-10-14,91,1185,1.48,14,10,2015,2,0,80.0,40.0,79.14285714285714,77.33333333333333
2015-10-15,65,1120,1.48,15,10,2015,3,0,91.0,21.0,85.42857142857143,76.93333333333334
2015-10-16,166,1146,1.48,16,10,2015,4,0,65.0,42.0,103.14285714285714,76.66666666666667
2015-10-17,137,1297,1.48,17,10,2015,5,1,166.0,95.0,109.14285714285714,78.93333333333334
2015-10-18,174,1123,1.48,18,10,2015,6,1,137.0,85.0,121.85714285714286,83.0
2015-10-19,120,1291,1.48,19,10,2015,0,0,174.0,140.0,119.0,85.6
2015-10-20,93,1198,1.78,20,10,2015,1,0,120.0,80.0,120.85714285714286,88.66666666666667
2015-10-21,100,1096,1.78,21,10,2015,2,0,93.0,91.0,122.14285714285714,89.93333333333334
2015-10-22,137,1055,1.27,22,10,2015,3,0,100.0,65.0,132.42857142857142,91.56666666666666
2015-10-23,241,1006,1.27,23,10,2015,4,0,137.0,166.0,143.14285714285714,97.6
2015-10-24,113,893,1.27,24,10,2015,5,1,241.0,137.0,139.71428571428572,101.3
2015-10-25,257,636,1.28,25,10,2015,6,1,113.0,174.0,151.57142857142858,109.76666666666667
2015-10-26,166,474,1.28,26,10,2015,0,0,257.0,120.0,158.14285714285714,115.0
2015-10-27,162,312,1.28,27,10,2015,1,0,166.0,93.0,168.0,115.66666666666667
2015-10-28,247,1121,1.28,28,10,2015,2,0,162.0,100.0,189.0,120.9
2015-10-29,70,1435,1.78,29,10,2015,3,0,247.0,137.0,179.42857142857142,122.56666666666666
2015-10-30,139,1296,1.35,30,10,2015,4,0,70.0,241.0,164.85714285714286,125.96666666666667
2015-10-31,195,1293,1.34,31,10,2015,5,1,139.0,113.0,176.57142857142858,129.6
2015-11-01,206,1087,1.34,1,11,2015,6,1,195.0,257.0,169.28571428571428,130.93333333333334
2015-11-02,268,819,1.35,2,11,2015,0,0,206.0,166.0,183.85714285714286,126.83333333333333
2015-11-03,59,760,1.35,3,11,2015,1,0,268.0,162.0,169.14285714285714,126.93333333333334
2015-11-04,99,1237,1.34,4,11,2015,2,0,59.0,247.0,148.0,128.1
2015-11-05,63,1366,1.75,5,11,2015,3,0,99.0,70.0,147.0,129.03333333333333
2015-11-06,77,1577,1.76,6,11,2015,4,0,63.0,139.0,138.14285714285714,130.26666666666668
2015-11-07,232,1345,2.18,7,11,2015,5,1,77.0,195.0,143.42857142857142,137.3
2015-11-08,157,1188,2.18,8,11,2015,6,1,232.0,206.0,136.42857142857142,141.13333333333333
2015-11-09,107,1081,2.19,9,11,2015,0,0,157.0,268.0,113.42857142857143,141.53333333333333
2015-11-10,57,1023,2.18,10,11,2015,1,0,107.0,59.0,113.14285714285714,140.6
2015-11-11,95,930,2.18,11,11,2015,2,0,57.0,99.0,112.57142857142857,139.1
2015-11-12,86,844,2.19,12,11,2015,3,0,95.0,63.0,115.85714285714286,139.3
2015-11-13,102,742,2.19,13,11,2015,4,0,86.0,77.0,119.42857142857143,139.66666666666666
2015-11-14,184,846,1.79,14,11,2015,5,1,102.0,232.0,112.57142857142857,143.63333333333333
2015-11-15,138,708,1.79,15,11,2015,6,1,184.0,157.0,109.85714285714286,142.7
2015-11-16,106,698,2.19,16,11,2015,0,0,138.0,107.0,109.71428571428571,141.66666666666666
2015-11-17,89,609,2.19,17,11,2015,1,0,106.0,57.0,114.28571428571429,138.83333333333334
2015-11-18,107,502,2.19,18,11,2015,2,0,89.0,95.0,116.0,138.4
2015-11-19,78,424,2.19,19,11,2015,3,0,107.0,86.0,114.85714285714286,137.9
2015-11-20,185,238,2.19,20,11,2015,4,0,78.0,102.0,126.71428571428571,140.73333333333332
2015-11-21,151,87,2.19,21,11,2015,5,1,185.0,184.0,122.0,141.2
2015-11-22,97,0,2.19,22,11,2015,6,1,151.0,138.0,116.14285714285714,136.4
2015-11-23,76,0,2.19,23,11,2015,0,0,97.0,106.0,111.85714285714286,135.16666666666666
2015-11-24,140,0,2.19,24,11,2015,1,0,76.0,89.0,119.14285714285714,131.26666666666668
2015-11-25,137,0,2.67,25,11,2015,2,0,140.0,107.0,123.42857142857143,130.3
2015-11-26,84,0,2.69,26,11,2015,3,0,137.0,78.0,124.28571428571429,127.7
2015-11-27,0,0,2.69,27,11,2015,4,0,84.0,185.0,97.85714285714286,119.46666666666667
2015-11-28,7,0,2.69,28,11,2015,5,1,0.0,151.0,77.28571428571429,117.36666666666666
2015-11-29,5,0,2.69,29,11,2015,6,1,7.0,97.0,64.14285714285714,112.9
2015-11-30,22,0,2.69,30,11,2015,0,0,5.0,76.0,56.42857142857143,107.13333333333334
2015-12-01,36,0,2.29,1,12,2015,1,0,22.0,140.0,41.57142857142857,101.46666666666667
2015-12-02,36,1655,2.29,2,12,2015,2,0,36.0,137.0,27.142857142857142,93.73333333333333
2015-12-03,38,2001,2.29,3,12,2015,3,0,36.0,84.0,20.571428571428573,93.03333333333333
2015-12-04,95,1905,2.29,4,12,2015,4,0,38.0,0.0,34.142857142857146,92.9
2015-12-05,108,1893,2.25,5,12,2015,5,1,95.0,7.0,48.57142857142857,94.4
2015-12-06,70,1823,2.29,6,12,2015,6,1,108.0,5.0,57.857142857142854,94.16666666666667
2015-12-07,78,1745,2.29,7,12,2015,0,0,70.0,22.0,65.85714285714286,89.03333333333333
2015-12-08,77,1668,2.29,8,12,2015,1,0,78.0,36.0,71.71428571428571,86.36666666666666
2015-12-09,76,1880,2.29,9,12,2015,2,0,77.0,36.0,77.42857142857143,85.33333333333333
2015-12-10,59,1821,2.29,10,12,2015,3,0,76.0,38.0,80.42857142857143,85.4
2015-12-11,42,1779,2.29,11,12,2015,4,0,59.0,95.0,72.85714285714286,83.63333333333334
2015-12-12,142,1637,2.29,12,12,2015,5,1,42.0,108.0,77.71428571428571,85.5
2015-12-13,116,1521,2.29,13,12,2015,6,1,142.0,70.0,84.28571428571429,85.96666666666667
2015-12-14,57,1848,2.29,14,12,2015,0,0,116.0,78.0,81.28571428571429,81.73333333333333
2015-12-15,167,1681,2.29,15,12,2015,1,0,57.0,77.0,94.14285714285714,82.7
2015-12-16,154,1527,2.29,16,12,2015,2,0,167.0,76.0,105.28571428571429,84.3
2015-12-17,139,1964,1.39,17,12,2015,3,0,154.0,59.0,116.71428571428571,85.96666666666667
2015-12-18,192,1772,1.39,18,12,2015,4,0,139.0,42.0,138.14285714285714,88.8
2015-12-19,295,2533,1.39,19,12,2015,5,1,192.0,142.0,160.0,96.03333333333333
2015-12-20,311,2222,1.39,20,12,2015,6,1,295.0,116.0,187.85714285714286,100.23333333333333
2015-12-21,251,1971,1.39,21,12,2015,0,0,311.0,57.0,215.57142857142858,103.56666666666666
2015-12-22,377,1594,1.39,22,12,2015,1,0,251.0,167.0,245.57142857142858,112.9
2015-12-23,410,1184,1.39,23,12,2015,2,0,377.0,154.0,282.14285714285717,124.03333333333333
2015-12-24,161,1023,1.39,24,12,2015,3,0,410.0,139.0,285.2857142857143,124.73333333333333
2015-12-25,0,1023,1.39,25,12,2015,4,0,161.0,192.0,257.85714285714283,120.16666666666667
2015-12-26,212,811,1.39,26,12,2015,5,1,0.0,295.0,246.0,124.43333333333334
2015-12-27,106,705,1.39,27,12,2015,6,1,212.0,311.0,216.71428571428572,127.96666666666667
2015-12-28,100,604,1.39,28,12,2015,0,0,106.0,251.0,195.14285714285714,131.06666666666666
2015-12-29,9,595,1.39,29,12,2015,1,0,100.0,377.0,142.57142857142858,131.2
2015-12-30,0,595,1.39,30,12,2015,2,0,9.0,410.0,84.0,130.46666666666667
2015-12-31,0,595,1.39,31,12,2015,3,0,0.0,161.0,61.0,129.26666666666668
2016-01-01,0,595,1.39,1,1,2016,4,0,0.0,0.0,61.0,128.06666666666666
2016-01-02,3,592,1.39,2,1,2016,5,1,0.0,212.0,31.142857142857142,126.9
